,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
RTFDC11,4.81912567857491e-131,0.868746535,0.156,0.067,2.67581953302872e-126,GZMA,RTFDC1
DTNBP12,2.18239193640072e-83,1.291587082,0.294,0.112,1.2117731226865e-78,FRZB,DTNBP1
ZNF431,4.8160619066153e-197,0.89346624,0.191,0.069,2.67411837364814e-192,MKI67,ZNF431
CDC27,4.81480140971614e-304,1.050631482,0.328,0.131,2.67341848274489e-299,MKI67,CDC27
CDK5,1.1090500965547e-70,1.291085026,0.255,0.097,6.15800066111998e-66,FRZB,CDK5
YKT6,7.80378745177052e-113,1.288557614,0.42,0.171,4.33305298259558e-108,FRZB,YKT6
ATL21,1.30266554246249e-38,1.287962116,0.159,0.064,7.23305042452296e-34,FRZB,ATL2
CAPN2,2.86229945154497e-68,1.111411462,0.394,0.302,1.58929177047035e-63,FCRL5,CAPN2
SRFBP11,6.07308632062607e-68,1.286866589,0.227,0.082,3.37208117952763e-63,FRZB,SRFBP1
OPA3,4.80295773467477e-219,0.955381397,0.183,0.061,2.66684228217817e-214,MKI67,OPA3
SHISA5,6.52103890740859e-44,1.110932267,0.317,0.242,3.62080685333862e-39,FCRL5,SHISA5
SYNJ2BP,1.95790092363513e-64,1.286649135,0.203,0.071,1.0871244878484e-59,FRZB,SYNJ2BP
NUDT2,1.75349358672335e-106,1.286250397,0.424,0.181,9.73627314028138e-102,FRZB,NUDT2
KARS1,4.84285789474187e-86,1.110723505,0.343,0.217,2.68899684605542e-81,FCRL5,KARS
SH2B21,2.90432141713023e-137,1.286243596,0.437,0.159,1.61262446686156e-132,FRZB,SH2B2
MYL12B,4.79284188472281e-216,0.750054168,0.665,0.5,2.66122545649234e-211,GZMA,MYL12B
C9orf16,0,1.286114113,0.953,0.461,0,FRZB,C9orf16
MRM2,4.78745128506633e-199,1.261833913,0.173,0.06,2.65823232603308e-194,MKI67,MRM2
CPT2,4.43628323934416e-42,1.285470455,0.157,0.06,2.46324626864584e-37,FRZB,CPT2
VPS4A,4.7861585643811e-213,0.767695163,0.334,0.155,2.6575145428726e-208,MKI67,VPS4A
CPSF31,1.77708530339785e-69,1.285279203,0.241,0.089,9.86726614711657e-65,FRZB,CPSF3
FYTTD1,4.1543386858597e-147,1.28494378,0.537,0.227,2.3066965553236e-142,FRZB,FYTTD1
ATP5F1C,4.78029152153093e-116,0.766460396,0.466,0.336,2.65425686733005e-111,MKI67,ATP5F1C
BCAP291,4.62354958866908e-67,1.283791506,0.231,0.085,2.56722590910851e-62,FRZB,BCAP29
HINFP,4.77648718786628e-153,0.820224353,0.16,0.06,2.65214451106275e-148,MKI67,HINFP
GPI2,7.00736775251855e-115,1.283114232,0.44,0.184,3.89084094458593e-110,FRZB,GPI
RALBP11,1.68795232173482e-143,1.283050209,0.514,0.209,9.37235526643259e-139,FRZB,RALBP1
PET100,4.10885066307554e-184,1.109542929,0.592,0.415,2.28143933067269e-179,FCRL5,PET100
ASB3,3.12075044450035e-41,1.281995692,0.181,0.076,1.73279668430882e-36,FRZB,ASB3
EXOC6,4.76231637628657e-159,0.906073532,0.155,0.057,2.64427616793312e-154,MKI67,EXOC6
STUB1,1.07945423247844e-269,1.281772193,0.869,0.433,5.99366962583654e-265,FRZB,STUB1
DHRS7B,4.75723013302725e-288,1.110444024,0.245,0.084,2.64145203136338e-283,MKI67,DHRS7B
EIF3B1,3.90122062200919e-125,1.281405788,0.436,0.167,2.1661527503706e-120,FRZB,EIF3B
pB041,4.75599380429745e-208,0.979097128,0.221,0.092,2.64076555983616e-203,GZMA,pB04
B3GAT3,2.03689576519397e-165,1.280401618,0.601,0.26,1.13098637362395e-160,FRZB,B3GAT3
MRPS301,5.36849686059625e-18,1.107294518,0.185,0.141,2.98085788184607e-13,FCRL5,MRPS30
ZNF6391,1.41634809255131e-58,1.280100708,0.21,0.079,7.86427278389118e-54,FRZB,ZNF639
AKAP8L1,4.7118441307751e-127,1.279826537,0.417,0.155,2.61625145361288e-122,FRZB,AKAP8L
TIMM501,1.99664681682942e-25,1.107208785,0.231,0.175,1.10863814504454e-20,FCRL5,TIMM50
POLG,4.74858588599386e-148,0.805200243,0.166,0.064,2.63665231319809e-143,MKI67,POLG
PGLS,3.80975531396415e-153,1.279743751,0.553,0.233,2.1153666380786e-148,FRZB,PGLS
PIGH,1.60546983013265e-88,1.279363969,0.347,0.143,8.91437123181151e-84,FRZB,PIGH
PDE7A,4.73537396712409e-149,1.178634287,0.209,0.1,2.62931639524565e-144,GZMA,PDE7A
SASH3,4.73195157005678e-139,0.827531641,0.193,0.11,2.62741610927403e-134,CD19,SASH3
ZCCHC10,4.73143685861419e-263,0.861444859,0.328,0.137,2.62713031574553e-258,MKI67,ZCCHC10
GMPS1,3.3411515383879e-68,1.278139095,0.236,0.087,1.85517439168988e-63,FRZB,GMPS
ZBED5-AS1,7.6097176531081e-71,1.277325364,0.243,0.09,4.22529572688827e-66,FRZB,ZBED5-AS1
FOPNL1,1.81993386211239e-85,1.277059722,0.296,0.11,1.0105182769379e-80,FRZB,FOPNL
NDUFAF2,4.72366831614548e-256,0.829245074,0.395,0.183,2.62281683253978e-251,MKI67,NDUFAF2
INO80C2,1.2366650249597e-80,1.276926102,0.3,0.117,6.86658255108872e-76,FRZB,INO80C
C18orf21,4.71227763383285e-186,0.853467994,0.227,0.092,2.61649215618569e-181,MKI67,C18orf21
LONP11,2.91843524971876e-85,1.276593062,0.283,0.103,1.62046117240634e-80,FRZB,LONP1
C4orf48,1.10588622518e-156,1.10708072,0.545,0.38,6.14043326531196e-152,FCRL5,C4orf48
HIBCH,4.70939458797377e-272,0.856795287,0.327,0.133,2.61489134497244e-267,MKI67,HIBCH
RGP1,4.26329846403906e-54,1.276581181,0.206,0.08,2.36719647215769e-49,FRZB,RGP1
MRPS24,9.68674640892355e-140,1.276351521,0.51,0.209,5.3785659435548e-135,FRZB,MRPS2
MTATP6P291,4.70174669982154e-21,1.441463054,0.274,0.219,2.61064485507591e-16,PGA5,MTATP6P29
PTPN182,5.49607694528681e-16,1.106589246,0.157,0.116,3.0516967238705e-11,FCRL5,PTPN18
MT-ND4L,4.69829346491925e-27,0.973837438,0.593,0.535,2.60872744639641e-22,PGA5,MT-ND4L
CTSF1,1.94395109185785e-88,1.276118216,0.283,0.1,1.07937884375407e-83,FRZB,CTSF
XAF1,4.57535737466697e-31,1.105484778,0.208,0.142,2.54046718228383e-26,FCRL5,XAF1
SYNE2,4.6967865080137e-242,1.267817984,0.379,0.207,2.60789070857461e-237,GZMA,SYNE2
SART11,3.30081074742672e-104,1.275494931,0.386,0.154,1.83277516750869e-99,FRZB,SART1
ARRDC3,6.32668115334787e-103,1.104672617,0.435,0.297,3.5128897103964e-98,FCRL5,ARRDC3
SGF29,1.17858575300409e-54,1.275392347,0.216,0.085,6.54409739355522e-50,FRZB,SGF29
UBR1,1.85399343004038e-50,1.275102004,0.199,0.079,1.02942985202992e-45,FRZB,UBR1
SYMPK1,9.54242554890982e-97,1.274728294,0.347,0.134,5.29843178603218e-92,FRZB,SYMPK
C1orf1231,8.42333062443158e-81,1.27445681,0.252,0.087,4.67705432921563e-76,FRZB,C1orf123
JMJD6,3.7529442851227e-94,1.274210141,0.395,0.172,2.08382231431438e-89,FRZB,JMJD6
IP6K2,4.19966710389655e-31,1.102958505,0.269,0.207,2.33186515943856e-26,FCRL5,IP6K2
PPA21,1.8188196795675e-54,1.10286976,0.321,0.23,1.00989962707985e-49,FCRL5,PPA2
PSPC1,4.6842660721763e-276,0.933403626,0.321,0.131,2.60093873657589e-271,MKI67,PSPC1
PDCD52,8.45173899665146e-265,1.274119078,0.877,0.44,4.69282807789072e-260,FRZB,PDCD5
TFIP111,7.34177386312691e-38,1.273600461,0.163,0.067,4.07651993750122e-33,FRZB,TFIP11
CARD19,2.73960978702874e-77,1.273124795,0.277,0.105,1.52116833424771e-72,FRZB,CARD19
VPS4B,4.67016690397028e-269,0.864308683,0.343,0.146,2.5931101734295e-264,MKI67,VPS4B
PDCD2L,4.66918433903201e-171,0.783416454,0.179,0.067,2.59256460424753e-166,MKI67,PDCD2L
UCKL1,4.66606060152367e-182,0.795347261,0.237,0.1,2.59083014899602e-177,MKI67,UCKL1
C6orf891,4.38123625773917e-152,1.272807844,0.545,0.227,2.43268143210967e-147,FRZB,C6orf89
ACAD8,5.13090729394823e-45,1.272319703,0.193,0.08,2.84893627496476e-40,FRZB,ACAD8
SRSF101,9.93596751562711e-101,1.102604991,0.46,0.343,5.51694596305195e-96,FCRL5,SRSF10
P3H11,1.32117667424589e-36,1.271552063,0.153,0.062,7.33583348375031e-32,FRZB,P3H1
UBA32,1.35900727096192e-79,1.271432788,0.312,0.126,7.54588787201607e-75,FRZB,UBA3
MUM1,4.64989617103542e-218,0.762207472,0.224,0.082,2.58185484896742e-213,MKI67,MUM1
SLC16A1,4.64628689115562e-281,1.152775572,0.246,0.087,2.57985079631416e-276,MKI67,SLC16A1
DPCD,4.64623968325135e-131,0.803146873,0.168,0.069,2.57982458412531e-126,MKI67,DPCD
NCOA7,1.50883813664006e-24,1.102480141,0.219,0.164,8.37782375369391e-20,FCRL5,NCOA7
GADD45A,4.33734634406929e-187,1.102401971,0.569,0.366,2.40831155754448e-182,FCRL5,GADD45A
GABARAPL2,2.23138290666481e-202,1.101437815,0.631,0.468,1.23897535892564e-197,FCRL5,GABARAPL2
CSNK1G3,2.4294643862156e-90,1.27110048,0.335,0.133,1.34896010044621e-85,FRZB,CSNK1G3
CANT1,4.63546293739259e-190,0.918420477,0.194,0.072,2.57384079598724e-185,MKI67,CANT1
SLC41A31,2.75613307278669e-44,1.271071755,0.176,0.069,1.53034288866481e-39,FRZB,SLC41A3
MSRB11,8.22596845232743e-62,1.270953624,0.221,0.083,4.5674689831548e-57,FRZB,MSRB1
VKORC11,4.692182407065e-265,1.270917243,0.867,0.412,2.60533428152284e-260,FRZB,VKORC1
NOP53,0,1.270774695,0.959,0.481,0,FRZB,NOP53
FAM98B1,1.18036659211362e-67,1.270665205,0.225,0.082,6.55398550271086e-63,FRZB,FAM98B
ADH51,8.6641029908242e-129,1.270358992,0.472,0.193,4.81074318565514e-124,FRZB,ADH5
LAMTOR1,5.740373745644e-259,1.268962866,0.857,0.413,3.18734252226883e-254,FRZB,LAMTOR1
ZBTB40,6.51321642016446e-43,1.268803151,0.17,0.067,3.61646341729632e-38,FRZB,ZBTB40
DDA11,4.41532757782539e-33,1.101277721,0.266,0.2,2.45161063758755e-28,FCRL5,DDA1
COG1,5.23907108772396e-54,1.268009154,0.2,0.077,2.90899422145873e-49,FRZB,COG1
TIMM221,1.93681947452299e-51,1.267693169,0.217,0.089,1.07541901322889e-46,FRZB,TIMM22
RGS14,8.88457781598619e-11,1.101265022,0.155,0.125,4.93316183232633e-06,FCRL5,RGS14
PARP4,4.61791798393438e-133,0.755796819,0.172,0.072,2.56409896057957e-128,MKI67,PARP4
TAF9,1.68507915495248e-89,1.101004699,0.422,0.301,9.35640200787367e-85,FCRL5,TAF9
PSMG11,5.65919458258634e-82,1.267683033,0.333,0.138,3.14226779198107e-77,FRZB,PSMG1
TP53I13,5.26249423940609e-109,1.267623997,0.413,0.171,2.92199992643023e-104,FRZB,TP53I13
GHDC,5.42301853744238e-63,1.267536236,0.238,0.092,3.01113104291488e-58,FRZB,GHDC
PNPT1,4.61466487956339e-269,0.989538861,0.261,0.095,2.56229267437757e-264,MKI67,PNPT1
GSS,4.6080811790149e-289,1.126212575,0.26,0.092,2.55863707464802e-284,MKI67,GSS
TSC1,4.605068564223e-144,0.763051654,0.158,0.06,2.55696432028482e-139,MKI67,TSC1
ATP13A1,1.17523533941325e-130,1.267164656,0.502,0.215,6.52549422209205e-126,FRZB,ATP13A1
UFSP2,3.23650149786088e-139,1.267123314,0.503,0.208,1.79706745668726e-134,FRZB,UFSP2
TRIM25,4.60230623065281e-236,0.962559746,0.218,0.078,2.55543053456997e-231,MKI67,TRIM25
EVI2A1,1.3617234837758e-195,1.266887119,0.674,0.287,7.56096964366511e-191,FRZB,EVI2A
CCNG2,4.60137174942519e-139,0.853227749,0.161,0.064,2.55491166386834e-134,MKI67,CCNG2
CHMP2A,2.90270634713958e-234,1.100966355,0.661,0.479,1.61172769924925e-229,FCRL5,CHMP2A
NFYB,4.60056651556643e-276,0.90835302,0.318,0.127,2.55446455776826e-271,MKI67,NFYB
FAM162A1,1.2912909077837e-193,1.266235058,0.668,0.286,7.16989276546898e-189,FRZB,FAM162A
SCAMP2,9.00228886228987e-101,1.09986897,0.475,0.364,4.99852089078645e-96,FCRL5,SCAMP2
AMDHD2,4.59932186169693e-278,1.203936057,0.203,0.063,2.55377346370722e-273,MKI67,AMDHD2
STXBP2,4.09272733331421e-41,1.09974072,0.321,0.251,2.27248685182272e-36,FCRL5,STXBP2
MAGEH11,4.45347672377975e-162,1.265396312,0.566,0.231,2.47279295087871e-157,FRZB,MAGEH1
SMU11,5.77734034294954e-12,1.098920359,0.158,0.125,3.20786822542273e-07,FCRL5,SMU1
GRSF1,2.15421322917403e-135,1.265385077,0.504,0.209,1.19612689549888e-130,FRZB,GRSF1
AHCY1,9.08364278316709e-133,1.264700783,0.51,0.215,5.04369265535353e-128,FRZB,AHCY
THG1L,4.58901603197239e-176,0.821852007,0.232,0.098,2.54805115175267e-171,MKI67,THG1L
KLHL18,4.58425657229735e-209,1.01998513,0.162,0.052,2.5454084617681e-204,MKI67,KLHL18
GLT8D1,2.1302986465068e-151,1.264587204,0.591,0.267,1.1828483234729e-146,FRZB,GLT8D1
CNOT91,5.32593255909008e-55,1.264436216,0.238,0.1,2.95722405343477e-50,FRZB,CNOT9
BMI1,1.81022202534613e-63,1.098647392,0.354,0.255,1.00512577957344e-58,FCRL5,BMI1
SPRYD7,4.58057711091527e-152,0.757760793,0.172,0.067,2.5433654408357e-147,MKI67,SPRYD7
OSTF1,9.65114140324537e-156,1.26428124,0.587,0.259,5.35879626415199e-151,FRZB,OSTF1
FIP1L11,4.17459945979654e-14,1.098593608,0.186,0.15,2.31794635005203e-09,FCRL5,FIP1L1
TBC1D171,1.49626861347603e-78,1.264031075,0.327,0.138,8.30803147632567e-74,FRZB,TBC1D17
PSMA3-AS1,2.66727840129551e-124,1.263670149,0.431,0.167,1.48100633231933e-119,FRZB,PSMA3-AS1
PTS2,2.97709323964996e-110,1.263483326,0.415,0.17,1.65303102131564e-105,FRZB,PTS
CBWD5,4.57093223305699e-209,0.799331233,0.364,0.18,2.53801012240489e-204,MKI67,CBWD5
POLM,2.44670410327778e-53,1.263245054,0.21,0.083,1.35853245334499e-48,FRZB,POLM
NFE2L2,2.41274477261634e-66,1.097831813,0.391,0.296,1.33967653499523e-61,FCRL5,NFE2L2
SNX6,4.56625347472174e-67,0.768849534,0.287,0.199,2.53541224183924e-62,GZMA,SNX6
RINT11,1.37766550903623e-44,1.262581216,0.191,0.079,7.64948773892365e-40,FRZB,RINT1
UBR4,4.56508452496137e-209,0.833539062,0.228,0.088,2.5347631824848e-204,MKI67,UBR4
ZBED51,5.27533017498573e-83,1.262448271,0.298,0.114,2.92912707966082e-78,FRZB,ZBED5
PRNP,4.55789821256749e-51,0.783636994,0.208,0.14,2.5307729825281e-46,GZMA,PRNP
FAR1,4.55681060809629e-206,0.839433641,0.24,0.096,2.53016909014547e-201,MKI67,FAR1
NDUFB81,1.46328743720075e-269,1.09763533,0.684,0.456,8.12490349505716e-265,FCRL5,NDUFB8
MRPL33,1.18234182270623e-194,1.262387918,0.705,0.317,6.56495297057633e-190,FRZB,MRPL3
PDZD111,2.15010733634944e-90,1.262366925,0.326,0.126,1.19384709850803e-85,FRZB,PDZD11
DUSP4,4.55122213982877e-276,0.83907856,0.231,0.136,2.52706609313992e-271,MCL1,DUSP4
DYRK41,3.1864621178772e-85,1.262108202,0.356,0.151,1.76928309095131e-80,FRZB,DYRK4
SHARPIN,6.06654882408231e-130,1.261199894,0.503,0.216,3.3684512345717e-125,FRZB,SHARPIN
MRPS281,2.70814303290669e-52,1.259434968,0.22,0.09,1.50369641902144e-47,FRZB,MRPS28
UBR5,4.5445066499681e-257,0.847020324,0.335,0.144,2.52333731739479e-252,MKI67,UBR5
CERS21,3.65629911782244e-137,1.259418652,0.495,0.199,2.03016008517091e-132,FRZB,CERS2
SCNM12,4.44019186020706e-108,1.25892019,0.371,0.14,2.46541653037997e-103,FRZB,SCNM1
CLMN,2.1535333151246e-41,1.258454517,0.186,0.078,1.19574937322293e-36,FRZB,CLMN
SMG7,4.53593976492346e-238,0.877699798,0.256,0.099,2.51858055447375e-233,MKI67,SMG7
MRPL371,5.20831173913032e-109,1.258060071,0.414,0.169,2.89191509315211e-104,FRZB,MRPL37
UBXN61,3.39214090733708e-122,1.257255734,0.428,0.167,1.88348623879892e-117,FRZB,UBXN6
THAP12,4.5262620616102e-218,1.031843546,0.22,0.082,2.51320700970906e-213,MKI67,THAP12
PLRG1,4.52251534311036e-249,0.977146532,0.257,0.097,2.51112664426203e-244,MKI67,PLRG1
ELOA,3.37777642114905e-65,1.256448274,0.271,0.112,1.87551035784301e-60,FRZB,ELOA
HES1,4.52053347626604e-229,2.074228771,0.167,0.04,2.51002621269672e-224,PGA5,HES1
UNK,1.58169399203017e-84,1.256287493,0.29,0.108,8.78235589074752e-80,FRZB,UNK
EIF3J,3.93353298878071e-247,1.25603167,0.834,0.397,2.18409419202049e-242,FRZB,EIF3J
SPART1,8.70455383611172e-59,1.25578451,0.19,0.067,4.83320351750103e-54,FRZB,SPART
ATP5F1E1,3.76143943522516e-297,1.255778441,0.997,0.434,2.08853924640877e-292,FRZB,ATP5F1E
SNRPE1,7.74500402820477e-253,1.097084858,0.66,0.43,4.3004134866607e-248,FCRL5,SNRPE
PSMC51,3.87567884956863e-124,1.0969612,0.502,0.366,2.15197068122298e-119,FCRL5,PSMC5
ODF2L,4.51392828289722e-224,1.180569226,0.33,0.17,2.50635867907868e-219,GZMA,ODF2L
PPP1R8,4.51347828979379e-288,1.002345152,0.262,0.092,2.506108820408e-283,MKI67,PPP1R8
CCDC174,1.18839606700432e-15,1.096852484,0.199,0.159,6.59856916204148e-11,FCRL5,CCDC174
HCST2,4.51052196825698e-269,1.020767836,0.366,0.166,2.50446732287469e-264,MKI67,HCST
DUSP11,6.76374150927013e-87,1.255030929,0.356,0.15,3.75556747302224e-82,FRZB,DUSP11
DNAJC191,5.64619636763457e-200,1.254364345,0.683,0.289,3.13505053312909e-195,FRZB,DNAJC19
ANKRD13A,4.50667873546221e-56,0.778676154,0.177,0.11,2.50233336786539e-51,GZMA,ANKRD13A
MRPL24,9.68736094562533e-75,1.096686454,0.379,0.268,5.37890716505847e-70,FCRL5,MRPL24
CCM21,4.34488138410202e-183,1.253937857,0.685,0.312,2.41249538852265e-178,FRZB,CCM2
PI4KA,4.5027567256295e-147,0.840605946,0.151,0.056,2.50015567190578e-142,MKI67,PI4KA
AP2S11,9.37922535863139e-234,1.253842989,0.809,0.383,5.20781488038008e-229,FRZB,AP2S1
RASA2,4.61776209145828e-16,1.096305913,0.192,0.151,2.56401240128221e-11,FCRL5,RASA2
EIF2A,3.2364290170847e-248,1.253417738,0.851,0.428,1.79702721173628e-243,FRZB,EIF2A
RCSD11,8.44993380078876e-34,1.095988011,0.278,0.214,4.69182574288796e-29,FCRL5,RCSD1
SYNGR2,1.12316986458732e-279,1.253257712,0.905,0.48,6.23640067312107e-275,FRZB,SYNGR2
PNKP,6.64462195497161e-67,1.095565747,0.375,0.277,3.68942634049799e-62,FCRL5,PNKP
CSAD,8.4947754001857e-71,1.252357153,0.221,0.077,4.71672404095311e-66,FRZB,CSAD
CUL1,4.48314880791325e-265,0.940661576,0.308,0.125,2.48926837559383e-260,MKI67,CUL1
CCDC51,4.47349261660736e-292,1.220556942,0.183,0.052,2.48390677537124e-287,MKI67,CCDC51
PKN11,1.11843121363295e-97,1.252311798,0.364,0.144,6.21008931369698e-93,FRZB,PKN1
PPA2,4.47255129962309e-236,0.764060486,0.441,0.222,2.48338410911572e-231,MKI67,PPA2
CDC371,1.27130335412947e-258,1.252263293,0.858,0.433,7.05891187380386e-254,FRZB,CDC37
MRPS31,1.77625532479261e-93,1.094789423,0.461,0.35,9.86265769091098e-89,FCRL5,MRPS31
SF3A1,4.46282016982205e-201,0.798142068,0.293,0.131,2.47798089929369e-196,MKI67,SF3A1
VRK3,4.45390244729609e-238,0.806686354,0.333,0.146,2.47302933386115e-233,MKI67,VRK3
RHOC,4.4536826005508e-83,0.865687026,0.198,0.113,2.47290726395583e-78,GZMA,RHOC
MTERF4,5.66334486715613e-147,1.252026848,0.555,0.242,3.14457223748844e-142,FRZB,MTERF4
APOE,4.45334589899224e-36,0.800418036,0.212,0.157,2.47272031041544e-31,GZMA,APOE
NUTM2B-AS1,1.55153058221961e-14,1.094766715,0.163,0.125,8.6148735577744e-10,FCRL5,NUTM2B-AS1
PNPT11,2.30605426081703e-74,1.251802826,0.267,0.101,1.28043662831865e-69,FRZB,PNPT1
SIRT3,7.14184685787427e-35,1.251253711,0.162,0.07,3.96551046783469e-30,FRZB,SIRT3
ATL3,4.4458155886806e-281,0.98656348,0.268,0.098,2.4685391056149e-276,MKI67,ATL3
PNPLA4,8.77734431529062e-65,1.250401894,0.28,0.119,4.87362043106512e-60,FRZB,PNPLA4
CDC42SE11,1.39236779112639e-34,1.09420239,0.27,0.201,7.73112216022929e-30,FCRL5,CDC42SE1
INO80E,4.44417929270205e-287,0.980267845,0.316,0.126,2.46763055227281e-282,MKI67,INO80E
RRAGD,4.44164791387181e-160,0.776336688,0.201,0.081,2.46622500417732e-155,MKI67,RRAGD
SEPT72,3.43078261820021e-254,1.250238771,0.807,0.33,1.90494204875567e-249,FRZB,SEPT7
LPCAT3,4.44082374603244e-238,1.205870403,0.178,0.056,2.46576738498451e-233,MKI67,LPCAT3
COPS81,1.09787696194844e-135,1.250190502,0.492,0.2,6.0959618312187e-131,FRZB,COPS8
IGLV6-57,4.44004955089401e-77,0.906428644,0.269,0.208,2.4653375131339e-72,TNFRSF4,IGLV6-57
PSPH,1.08264331281643e-54,1.249921776,0.2,0.076,6.01137699441324e-50,FRZB,PSPH
SP3,9.80348004166812e-116,1.2496485,0.454,0.194,5.44338229313623e-111,FRZB,SP3
SELENOF1,1.86709214523397e-257,1.248891816,0.838,0.393,1.03670291364116e-252,FRZB,SELENOF
CPSF1,4.43104714192122e-199,0.933362848,0.213,0.081,2.46033892555176e-194,MKI67,CPSF1
RTCA,4.42885037798763e-233,0.777536251,0.382,0.182,2.45911917237763e-228,MKI67,RTCA
MTFR1L,8.31905756050827e-47,1.247717381,0.198,0.081,4.61915671047221e-42,FRZB,MTFR1L
TWISTNB2,3.5764255004361e-103,1.247169696,0.341,0.126,1.98581025911714e-98,FRZB,TWISTNB
IMP3,1.29665089587318e-102,1.094162266,0.455,0.326,7.19965409933585e-98,FCRL5,IMP3
SDHB1,2.57902307984048e-69,1.094032057,0.389,0.291,1.43200256508142e-64,FCRL5,SDHB
CORO1C1,5.0593936262155e-103,1.247017143,0.367,0.143,2.80922831095616e-98,FRZB,CORO1C
MAP2K1,9.40015315695301e-21,1.092556695,0.216,0.168,5.21943504039816e-16,FCRL5,MAP2K1
ATP13A3,4.41524024822844e-246,0.938839086,0.246,0.091,2.45156214782884e-241,MKI67,ATP13A3
ATP5MD1,3.74756005397199e-296,1.247012111,0.898,0.346,2.08083271996795e-291,FRZB,ATP5MD
NGDN,2.03851455710858e-16,1.091361481,0.196,0.155,1.13188520783454e-11,FCRL5,NGDN
SELL2,8.05766126282623e-118,1.246869254,0.28,0.082,4.47401641618426e-113,FRZB,SELL
GSTZ1,4.40620454335813e-250,1.131308241,0.215,0.074,2.4465450726996e-245,MKI67,GSTZ1
ATP5MF1,5.52165446332881e-277,1.246406937,0.925,0.459,3.06589864076332e-272,FRZB,ATP5MF
PRRC2B,4.4053657196531e-250,0.950882459,0.296,0.122,2.44607931583738e-245,MKI67,PRRC2B
LSM14A1,1.67017093643533e-164,1.246252512,0.6,0.258,9.27362412455719e-160,FRZB,LSM14A
SNAP29,4.3994734191659e-263,0.845240326,0.347,0.15,2.44280761599187e-258,MKI67,SNAP29
C20orf241,4.39939538741582e-164,0.767708291,0.257,0.116,2.44276428886263e-159,MKI67,C20orf24
MAPK1,4.39846529116656e-197,0.927107068,0.189,0.068,2.44224785292023e-192,MKI67,MAPK1
SOCS4,4.39624555297052e-196,1.0044335,0.165,0.055,2.44101534328688e-191,MKI67,SOCS4
NUDT22,2.01355191196115e-248,1.24606702,0.841,0.409,1.11802469911643e-243,FRZB,NUDT22
TRIM14,4.39261285957861e-246,1.292066655,0.151,0.042,2.43899829028102e-241,MKI67,TRIM14
DDX51,4.39217462673169e-211,1.029192701,0.153,0.047,2.43875496149277e-206,MKI67,DDX51
FBXL6,4.39156312079685e-220,0.914971425,0.202,0.071,2.43841542282245e-215,MKI67,FBXL6
LSM51,1.31090478803804e-297,1.245711898,0.936,0.507,7.27879883558121e-293,FRZB,LSM5
SEPHS2,6.38266343273262e-20,1.090314076,0.194,0.146,3.54397387102479e-15,FCRL5,SEPHS2
OXR11,5.20417935641812e-156,1.245103236,0.575,0.247,2.88962058765116e-151,FRZB,OXR1
CXCR3,4.38273014636162e-158,1.372933227,0.158,0.064,2.43351091376729e-153,GZMA,CXCR3
AIFM21,4.2424024656937e-60,1.244886098,0.243,0.098,2.35559396907643e-55,FRZB,AIFM2
SLC30A9,2.82962486342123e-66,1.24428047,0.282,0.118,1.57114920541464e-61,FRZB,SLC30A9
PRKD21,4.21440259496533e-182,1.244246297,0.628,0.253,2.3400470408545e-177,FRZB,PRKD2
DAAM1,4.37799667229974e-210,0.910755851,0.253,0.103,2.43088265229443e-205,MKI67,DAAM1
C1orf1311,4.13455811226969e-15,1.089514984,0.151,0.111,2.29571339183775e-10,FCRL5,C1orf131
GCSH1,1.00083202382708e-125,1.243865306,0.482,0.199,5.55711981229988e-121,FRZB,GCSH
MYLIP,4.37511779538719e-74,1.062729939,0.176,0.102,2.42928415588874e-69,GZMA,MYLIP
FAM129A,4.37490864034057e-155,1.033584483,0.217,0.104,2.4291680225491e-150,GZMA,FAM129A
LYPLAL11,3.93145834889079e-90,1.24371063,0.316,0.119,2.18294224822161e-85,FRZB,LYPLAL1
PDCD4,7.77654065029639e-224,1.243476551,0.778,0.364,4.31792419607707e-219,FRZB,PDCD4
NNT-AS11,4.69088212210177e-51,1.243345707,0.172,0.062,2.60461229829701e-46,FRZB,NNT-AS1
FRMD81,5.30302090434639e-37,1.243295735,0.16,0.066,2.94450235713833e-32,FRZB,FRMD8
CHMP2A1,4.30949040776249e-280,1.242915865,0.921,0.479,2.39284454891012e-275,FRZB,CHMP2A
E2F42,5.57011228408015e-89,1.241966952,0.349,0.141,3.0928048457355e-84,FRZB,E2F4
CHCHD4,4.35764290593328e-213,0.939639676,0.189,0.065,2.41958122351945e-208,MKI67,CHCHD4
FLOT1,2.49515313314865e-45,1.088728899,0.334,0.258,1.38543377718079e-40,FCRL5,FLOT1
ABI21,1.2433621041696e-17,1.088244306,0.161,0.117,6.90376808340168e-13,FCRL5,ABI2
NARS1,1.70577654891306e-72,1.086512207,0.342,0.229,9.47132428783978e-68,FCRL5,NARS
MFNG,4.34888817853913e-270,0.934865449,0.336,0.142,2.41472016113385e-265,MKI67,MFNG
ASH1L,6.79331781448361e-80,1.086321425,0.401,0.288,3.77198971649202e-75,FCRL5,ASH1L
DPP9,4.34677381600102e-260,0.977876126,0.247,0.089,2.41354616133456e-255,MKI67,DPP9
PKHD1L1,7.19581792403643e-123,1.241786165,0.496,0.22,3.99547790232123e-118,FRZB,PKHD1L1
