,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CERS4,1.09956676064125e-20,0.837260713,0.167,0.089,6.10534443846055e-16,FRZB,CERS4
PSMD7,7.85930275248237e-117,0.836237477,0.744,0.431,4.36387785331583e-112,FRZB,PSMD7
ABTB1,5.97568433194772e-30,0.835864748,0.232,0.123,3.31799872531397e-25,FRZB,ABTB1
VRK21,5.45528996543786e-21,0.835670381,0.18,0.098,3.02904975330937e-16,FRZB,VRK2
HMGN22,7.37759457611889e-165,0.83548504,0.922,0.582,4.09640938839001e-160,FRZB,HMGN2
GOLGA2,7.55254704201626e-63,0.835252736,0.426,0.224,4.19355174507953e-58,FRZB,GOLGA2
PREB,2.00060730955038e-95,0.834963631,0.626,0.347,1.11083720862785e-90,FRZB,PREB
CCDC591,3.23960781975918e-87,0.834618515,0.572,0.308,1.79879224192129e-82,FRZB,CCDC59
SMC21,1.73567458501449e-34,0.834586971,0.213,0.1,9.63733313329295e-30,FRZB,SMC2
CSNK1A1,6.81830099751956e-103,0.834320384,0.665,0.373,3.78586162887274e-98,FRZB,CSNK1A1
ACOT81,6.771468968869e-27,0.834042731,0.204,0.106,3.75985814496451e-22,FRZB,ACOT8
MAPKAPK51,8.18610402562214e-27,0.834032624,0.197,0.101,4.54533426022669e-22,FRZB,MAPKAPK5
RGS191,7.16020439379081e-39,0.833243053,0.254,0.125,3.97570348965235e-34,FRZB,RGS19
TSPAN31,2.05252483997521e-39,0.833037616,0.299,0.159,1.13966441739624e-34,FRZB,TSPAN31
COL4A3BP,1.15147842661138e-26,0.833009826,0.188,0.094,6.39358396375966e-22,FRZB,COL4A3BP
TAF10,3.34047441950228e-69,0.832863196,0.487,0.259,1.85479842142864e-64,FRZB,TAF10
S100A132,1.53429770398998e-31,0.832851743,0.186,0.086,8.51918800140439e-27,FRZB,S100A13
TIMM211,1.61455880937749e-21,0.832655667,0.161,0.082,8.96483778906849e-17,FRZB,TIMM21
RSBN12,8.87996718493796e-27,0.832358046,0.227,0.124,4.9306017794368e-22,FRZB,RSBN1
FAM50A,6.46901274319685e-70,0.832136914,0.482,0.255,3.59191932566005e-65,FRZB,FAM50A
SLC25A391,1.31024369112105e-112,0.831971553,0.717,0.401,7.27512809494964e-108,FRZB,SLC25A39
RASA21,4.72614574927943e-41,0.831618534,0.292,0.151,2.6241924272874e-36,FRZB,RASA2
CARD8,1.38501297020049e-49,0.831283765,0.368,0.197,7.6902845170382e-45,FRZB,CARD8
CBWD3,2.30612072707928e-19,0.831017948,0.161,0.086,1.28047353371077e-14,FRZB,CBWD3
DCTN51,3.76926418807317e-24,0.830977757,0.177,0.09,2.09288394042763e-19,FRZB,DCTN5
PRDX2,6.37563017908426e-174,0.830195064,0.942,0.62,3.54006865693653e-169,FRZB,PRDX2
HSCB,8.62587881214657e-39,0.830066888,0.335,0.191,4.78951921044438e-34,FRZB,HSCB
TRPM71,1.53688116009644e-23,0.829248437,0.186,0.098,8.53353264143548e-19,FRZB,TRPM7
BORCS6,1.45057487740038e-16,0.829207236,0.162,0.092,8.05431700676563e-12,FRZB,BORCS6
GSPT11,1.62059602613122e-75,0.82901119,0.517,0.273,8.9983594350936e-71,FRZB,GSPT1
ABHD21,1.53880015138778e-31,0.829008472,0.2,0.096,8.54418784058063e-27,FRZB,ABHD2
ANGEL2,1.88981281959219e-23,0.827936316,0.162,0.081,1.04931856807856e-18,FRZB,ANGEL2
ATP6V1F,3.95402173042555e-136,0.827689423,0.825,0.489,2.19547056581879e-131,FRZB,ATP6V1F
DYNLT31,6.85268269299223e-37,0.82748572,0.25,0.124,3.80495206528393e-32,FRZB,DYNLT3
PRKRIP1,3.57769170185812e-46,0.826936781,0.329,0.17,1.98651331745672e-41,FRZB,PRKRIP1
ARFRP11,1.11285777484266e-30,0.82680929,0.251,0.136,6.17914279481385e-26,FRZB,ARFRP1
SNRNP272,7.19090066553599e-52,0.826803864,0.378,0.2,3.99274759453886e-47,FRZB,SNRNP27
HIST1H2AE1,1.08815595522748e-42,0.826782346,0.211,0.09,6.04198594140056e-38,FRZB,HIST1H2AE
SRSF6,4.69392387675377e-88,0.826670598,0.528,0.265,2.60630123256753e-83,FRZB,SRSF6
ERGIC3,8.4560764194954e-204,0.825822817,0.978,0.715,4.69523643192482e-199,FRZB,ERGIC3
TMEM1601,5.61642391062114e-116,0.825795003,0.732,0.414,3.11851937637239e-111,FRZB,TMEM160
STRAP,4.07390488170961e-88,0.825706933,0.602,0.336,2.26203568556926e-83,FRZB,STRAP
VCPKMT,2.14096141079356e-21,0.825593472,0.193,0.108,1.18876882334312e-16,FRZB,VCPKMT
SP100,2.1030402379666e-104,0.825410295,0.662,0.363,1.16771309213096e-99,FRZB,SP100
CNOT81,5.83529236462531e-20,0.825112627,0.166,0.089,3.2400460854582e-15,FRZB,CNOT8
YWHAH1,2.69841493854818e-72,0.824960468,0.471,0.241,1.49829489462888e-67,FRZB,YWHAH
USP81,4.18720385825251e-82,0.824854833,0.506,0.256,2.32494494229471e-77,FRZB,USP8
BRWD1,1.47924401623059e-53,0.824796504,0.366,0.189,8.21350240012033e-49,FRZB,BRWD1
DGCR6L1,2.72188404863088e-61,0.824504035,0.421,0.22,1.5113261180023e-56,FRZB,DGCR6L
MDH21,1.84595997687156e-115,0.823210214,0.765,0.446,1.02496927715794e-110,FRZB,MDH2
ING21,1.95572150268604e-32,0.823090642,0.221,0.109,1.08591436436643e-27,FRZB,ING2
TMEM243,1.20738796264276e-118,0.822858845,0.766,0.468,6.70402166257393e-114,FRZB,TMEM243
SF3B6,4.20794026138227e-138,0.822784459,0.844,0.499,2.3364588301325e-133,FRZB,SF3B6
FAF21,3.91031547061248e-34,0.822742793,0.258,0.135,2.17120266505758e-29,FRZB,FAF2
SMIM20,5.19247142484688e-69,0.82258161,0.477,0.254,2.88311975864623e-64,FRZB,SMIM20
MKNK1,9.92344953219444e-25,0.822485931,0.171,0.085,5.50999535275096e-20,FRZB,MKNK1
SNX14,6.60288239192442e-24,0.822056722,0.198,0.107,3.66625044811604e-19,FRZB,SNX14
RGS141,1.9994437708785e-34,0.821951525,0.244,0.124,1.11019115378028e-29,FRZB,RGS14
RAB10,4.38427064416384e-81,0.821951143,0.558,0.307,2.43436627517197e-76,FRZB,RAB10
TRMT2A,3.37099190827709e-26,0.821712158,0.22,0.12,1.87174325707085e-21,FRZB,TRMT2A
PSMA21,7.42498230824334e-119,0.821644623,0.718,0.372,4.12272142665211e-114,FRZB,PSMA2
TNFRSF171,8.31346297037252e-197,0.821066462,0.996,0.709,4.61605031429934e-192,FRZB,TNFRSF17
OAT1,6.63949708078489e-44,0.821048607,0.324,0.171,3.68658075410581e-39,FRZB,OAT
HTATSF12,3.01827375079846e-55,0.820625179,0.348,0.17,1.67589650013084e-50,FRZB,HTATSF1
GYPC,9.59537223499702e-185,0.820582158,0.954,0.645,5.32783043348209e-180,FRZB,GYPC
PWP12,9.44858242187027e-50,0.820219012,0.358,0.188,5.24632538974346e-45,FRZB,PWP1
SND1,3.50663332716744e-107,0.819656956,0.718,0.416,1.94705815490972e-102,FRZB,SND1
EPB41L4A-AS1,8.75380871593403e-61,0.819340494,0.35,0.161,4.86055228952237e-56,FRZB,EPB41L4A-AS1
CD481,4.59485077505514e-137,0.817415577,0.794,0.397,2.55129089284937e-132,FRZB,CD48
NAXE1,2.06782088445104e-91,0.817313296,0.65,0.375,1.14815754609144e-86,FRZB,NAXE
RAN1,2.06384998157246e-165,0.817181415,0.946,0.615,1.14595270226811e-160,FRZB,RAN
NOA11,4.41134115642317e-21,0.817132185,0.185,0.101,2.44939717710396e-16,FRZB,NOA1
PLA2G161,3.3461085811679e-74,0.816610701,0.446,0.21,1.85792678969348e-69,FRZB,PLA2G16
TRAPPC2,3.47337984971245e-24,0.816610605,0.184,0.095,1.92859416155284e-19,FRZB,TRAPPC2
SLC1A4,1.07160165580802e-71,0.816394805,0.512,0.283,5.95006819387404e-67,FRZB,SLC1A4
STIP11,1.35841838190871e-65,0.816340649,0.439,0.228,7.54261806554813e-61,FRZB,STIP1
HDHD2,1.78009763943542e-22,0.816213641,0.159,0.08,9.8839921429652e-18,FRZB,HDHD2
CHMP4A1,6.72094629776857e-96,0.815948724,0.616,0.327,3.731805431836e-91,FRZB,CHMP4A
BFAR,5.16296157489459e-40,0.815495755,0.313,0.168,2.86673441446022e-35,FRZB,BFAR
AC243960.11,6.18215444688824e-71,0.815029269,0.335,0.14,3.43264125663469e-66,FRZB,AC243960.1
WDR33,9.80227871636726e-91,0.814690307,0.6,0.331,5.44271525726292e-86,FRZB,WDR33
DHX302,1.57597698700113e-45,0.81454335,0.315,0.16,8.7506122203238e-41,FRZB,DHX30
SECISBP2L1,7.52561999149399e-37,0.814298025,0.263,0.135,4.17860050027704e-32,FRZB,SECISBP2L
NUDC2,6.81552712297544e-104,0.813784892,0.693,0.391,3.78432143503211e-99,FRZB,NUDC
CCDC501,4.05469164282963e-88,0.813671991,0.601,0.338,2.25136753468115e-83,FRZB,CCDC50
CSNK2B1,1.83527357193862e-110,0.813485226,0.75,0.453,1.01903565081892e-105,FRZB,CSNK2B
RBM8A2,7.25457556243764e-139,0.813156726,0.858,0.525,4.0281030810435e-134,FRZB,RBM8A
HSD17B8,2.27537075082758e-75,0.813128577,0.563,0.322,1.26339960939701e-70,FRZB,HSD17B8
HLTF1,9.44127343904727e-25,0.812968759,0.164,0.08,5.242267077031e-20,FRZB,HLTF
PSMB61,5.71424900429357e-157,0.812837972,0.925,0.593,3.17283675963401e-152,FRZB,PSMB6
M6PR1,1.07006088498625e-61,0.81221678,0.467,0.258,5.94151306388615e-57,FRZB,M6PR
SRSF12,1.19488230823129e-68,0.811890446,0.452,0.231,6.63458401645424e-64,FRZB,SRSF1
WBP111,1.59260439095959e-51,0.811804203,0.373,0.197,8.8429358808031e-47,FRZB,WBP11
TRADD,7.0360423945604e-77,0.81153228,0.585,0.344,3.90676253957966e-72,FRZB,TRADD
HNRNPK1,2.30396926639494e-169,0.81122704,0.956,0.622,1.27927893516579e-164,FRZB,HNRNPK
TXNL1,4.88900479374915e-104,0.811176559,0.718,0.417,2.71461991172921e-99,FRZB,TXNL1
RSRC12,3.29799118181412e-57,0.811088586,0.398,0.206,1.83120960370229e-52,FRZB,RSRC1
PGD1,9.63074851467925e-46,0.81077469,0.33,0.171,5.34747311277565e-41,FRZB,PGD
PHKG21,8.86002499918557e-25,0.810607248,0.216,0.119,4.91952888079779e-20,FRZB,PHKG2
TMEM248,3.3642291625538e-77,0.810537734,0.547,0.304,1.867988242508e-72,FRZB,TMEM248
PON2,6.43752517366599e-41,0.810315726,0.197,0.082,3.57443585267804e-36,FRZB,PON2
YWHAE1,8.58069385139571e-158,0.810139889,0.916,0.601,4.76443026098747e-153,FRZB,YWHAE
ARID5A1,1.51651046293795e-70,0.81013715,0.439,0.22,8.42042434546296e-66,FRZB,ARID5A
ENSA2,5.19403862116085e-118,0.810102702,0.75,0.426,2.88398994439956e-113,FRZB,ENSA
DRG21,1.23306327675861e-19,0.809256016,0.176,0.097,6.84658384420217e-15,FRZB,DRG2
COX18,3.0634327354235e-33,0.808948527,0.22,0.108,1.7009710263439e-28,FRZB,COX18
LRRC591,3.76872600344528e-116,0.808935589,0.768,0.46,2.09258511341299e-111,FRZB,LRRC59
DUS1L,9.37845692726787e-52,0.808521382,0.373,0.194,5.20738820886548e-47,FRZB,DUS1L
NAA10,8.99190472427139e-102,0.80818163,0.705,0.4,4.99275509815169e-97,FRZB,NAA10
TVP23B,4.79512285574336e-39,0.807925675,0.314,0.172,2.6624919656515e-34,FRZB,TVP23B
MFSD12,5.82735523771618e-32,0.807888971,0.238,0.123,3.23563899574191e-27,FRZB,MFSD12
NGLY11,3.46222802278968e-84,0.807767955,0.606,0.348,1.92240210965397e-79,FRZB,NGLY1
PYROXD1,2.4446074184266e-18,0.8073211,0.155,0.084,1.35736826908137e-13,FRZB,PYROXD1
SEPHS21,1.19736752107969e-43,0.807136995,0.293,0.146,6.64838316079496e-39,FRZB,SEPHS2
RCOR31,5.29072675026827e-23,0.806807118,0.18,0.095,2.93767602808646e-18,FRZB,RCOR3
KRR12,4.88408006270265e-53,0.80669246,0.364,0.187,2.71188545481564e-48,FRZB,KRR1
DNAJC23,7.05435917870562e-49,0.806471248,0.341,0.175,3.91693293397629e-44,FRZB,DNAJC2
BLOC1S22,6.38928080700026e-43,0.806436431,0.322,0.17,3.5476481680869e-38,FRZB,BLOC1S2
AES1,3.06131748672842e-99,0.805822359,0.553,0.253,1.69979653450596e-94,FRZB,AES
APOBEC3G,2.16678950588589e-61,0.805661884,0.46,0.252,1.20310987314314e-56,FRZB,APOBEC3G
UQCR111,2.07846099049104e-189,0.805137844,0.983,0.689,1.15406546497015e-184,FRZB,UQCR11
RTL8A1,2.77808402924547e-30,0.805100295,0.199,0.097,1.54253115723855e-25,FRZB,RTL8A
MRPL511,7.73869303803101e-153,0.805002849,0.912,0.571,4.29690930936672e-148,FRZB,MRPL51
UBQLN2,6.36708583645665e-22,0.804516378,0.18,0.096,3.53532441069255e-17,FRZB,UBQLN2
TXNDC15,3.86681347149783e-170,0.804047363,0.933,0.63,2.14704818004917e-165,FRZB,TXNDC15
PEMT1,2.29793818240096e-20,0.803847983,0.159,0.083,1.27593017577813e-15,FRZB,PEMT
CBFB1,6.40875719284216e-31,0.803633876,0.249,0.132,3.55846243132561e-26,FRZB,CBFB
MOB4,1.07532882521902e-51,0.803592659,0.39,0.211,5.97076330202861e-47,FRZB,MOB4
HDDC2,5.68613601442958e-78,0.803592516,0.505,0.257,3.15722702201203e-73,FRZB,HDDC2
MRPS101,2.5764812881411e-46,0.803534219,0.358,0.192,1.43059123524034e-41,FRZB,MRPS10
SUCLG12,1.71630905658134e-67,0.803389108,0.513,0.287,9.52980603666789e-63,FRZB,SUCLG1
COX6B1,3.32488891377918e-248,0.803379817,0.996,0.794,1.84614456937589e-243,FRZB,COX6B1
TCEA1,6.37263985459454e-138,0.802909462,0.853,0.542,3.53840827926362e-133,FRZB,TCEA1
RNF113A,5.69882790610264e-54,0.802251323,0.421,0.233,3.16427419486349e-49,FRZB,RNF113A
VCP1,2.20714510455947e-135,0.802215662,0.842,0.504,1.22551731930665e-130,FRZB,VCP
C12orf651,6.71824432641966e-43,0.802152229,0.273,0.132,3.73030516224452e-38,FRZB,C12orf65
TUFM,3.7904523677274e-152,0.801854366,0.922,0.591,2.10464867718064e-147,FRZB,TUFM
PSMG41,1.25652175186742e-49,0.801626675,0.348,0.177,6.97683702724384e-45,FRZB,PSMG4
ENO11,1.26675300785601e-136,0.801119162,0.869,0.499,7.03364607612047e-132,FRZB,ENO1
CAMTA11,2.31908458003475e-97,0.801013182,0.648,0.352,1.28767171306429e-92,FRZB,CAMTA1
TMEM165,1.95769649660482e-101,0.800904394,0.658,0.357,1.08701097973982e-96,FRZB,TMEM165
ORMDL1,2.6455277783049e-115,0.800842016,0.748,0.43,1.4689292989038e-110,FRZB,ORMDL1
SNW11,5.28528924004763e-50,0.800622997,0.39,0.214,2.93465685053645e-45,FRZB,SNW1
MGST31,5.99604210480823e-132,0.800267409,0.818,0.48,3.32930237869477e-127,FRZB,MGST3
EIF3D,2.24557310362962e-115,0.799111997,0.747,0.421,1.24685446579034e-110,FRZB,EIF3D
POLE41,2.38845024816976e-59,0.799019192,0.429,0.225,1.32618700029626e-54,FRZB,POLE4
SCPEP1,1.17202131049059e-66,0.798964561,0.487,0.264,6.507648326499e-62,FRZB,SCPEP1
CFLAR1,5.39981808074208e-182,0.798876578,0.957,0.656,2.99824898933204e-177,FRZB,CFLAR
ZNF1062,9.34798454098277e-40,0.798626753,0.284,0.145,5.19046841638068e-35,FRZB,ZNF106
CNOT41,1.87847292810158e-46,0.798351269,0.347,0.185,1.0430220933284e-41,FRZB,CNOT4
NT5C3A,8.63909183592184e-56,0.797907728,0.427,0.234,4.7968557418956e-51,FRZB,NT5C3A
UBE2I1,2.15412969710935e-103,0.797667903,0.71,0.415,1.19608051431997e-98,FRZB,UBE2I
MFSD111,2.31691777296007e-49,0.797326691,0.356,0.186,1.28646859343608e-44,FRZB,MFSD11
C2orf76,5.77292679407523e-31,0.796983637,0.197,0.094,3.20541760241027e-26,FRZB,C2orf76
SNRPB3,9.35478762931647e-109,0.795628634,0.749,0.43,5.19424583117797e-104,FRZB,SNRPB
MCEE,1.0478922044544e-51,0.795466313,0.427,0.246,5.81842146523305e-47,FRZB,MCEE
PMPCB,4.51812339415333e-55,0.795435149,0.425,0.232,2.50868801460364e-50,FRZB,PMPCB
PSMB22,3.13676407355616e-117,0.795201567,0.787,0.457,1.74168825184206e-112,FRZB,PSMB2
PHF20,2.23055038957411e-47,0.794495878,0.35,0.186,1.23851310381102e-42,FRZB,PHF20
UBA7,7.05250537034411e-16,0.794307945,0.153,0.087,3.91590360688357e-11,FRZB,UBA7
MRPL20,8.35285745342584e-140,0.794112702,0.877,0.548,4.6379241010147e-135,FRZB,MRPL20
TMEM182,1.11973142878079e-33,0.794035619,0.284,0.156,6.21730875830534e-29,FRZB,TMEM18
BLOC1S6,3.24067033092831e-64,0.794006231,0.473,0.262,1.79938220124794e-59,FRZB,BLOC1S6
GOLGA5,5.23979323805993e-25,0.793917395,0.24,0.137,2.90939519543277e-20,FRZB,GOLGA5
NAP1L41,6.93932747273598e-85,0.793747074,0.573,0.307,3.85306157923665e-80,FRZB,NAP1L4
GMDS,1.65437648317939e-46,0.793699306,0.362,0.199,9.18592542285359e-42,FRZB,GMDS
NT5C3B,1.55971795214835e-33,0.792298846,0.252,0.13,8.66033392930369e-29,FRZB,NT5C3B
ZC3H81,1.04501109220726e-24,0.792068202,0.178,0.09,5.80242408948081e-20,FRZB,ZC3H8
ITGAE1,2.97959949971133e-62,0.791800408,0.458,0.246,1.65442262221472e-57,FRZB,ITGAE
UROS,4.67569513184927e-59,0.791752358,0.435,0.233,2.59617972195931e-54,FRZB,UROS
CAPZA11,8.9374160881081e-104,0.791588302,0.69,0.389,4.96250028292202e-99,FRZB,CAPZA1
DDX421,2.514315123e-30,0.791375113,0.247,0.133,1.39607347204575e-25,FRZB,DDX42
TMEM41A1,1.05783493321543e-26,0.7913621,0.18,0.089,5.87362846667869e-22,FRZB,TMEM41A
UBE2D11,2.75987877416964e-32,0.791312192,0.249,0.131,1.53242268935769e-27,FRZB,UBE2D1
ACTG1,1.36234294416957e-229,0.791297719,0.992,0.769,7.56440919750155e-225,FRZB,ACTG1
TXLNG1,2.80500523705217e-17,0.790835992,0.157,0.087,1.55747915787322e-12,FRZB,TXLNG
MAPK61,8.02336567617853e-18,0.790523078,0.167,0.093,4.45497379169813e-13,FRZB,MAPK6
PPWD1,9.52398868028705e-24,0.789477301,0.205,0.112,5.28819471472939e-19,FRZB,PPWD1
NCAPH21,1.34098482399521e-28,0.789247573,0.227,0.12,7.44581823523343e-24,FRZB,NCAPH2
CALM22,1.04385628113533e-178,0.78913138,0.97,0.672,5.79601200100391e-174,FRZB,CALM2
SEPT2,1.064702659211e-109,0.788945951,0.663,0.335,5.91176151526905e-105,FRZB,SEPT2
GDI11,7.39898752861322e-44,0.788190874,0.331,0.175,4.10828782526249e-39,FRZB,GDI1
SLC25A261,1.58627625081126e-40,0.78788893,0.287,0.146,8.80779888262953e-36,FRZB,SLC25A26
UBE2R22,3.10827358149414e-39,0.787646637,0.319,0.172,1.72586890612462e-34,FRZB,UBE2R2
ILKAP1,2.46172068040928e-26,0.787388131,0.212,0.113,1.36687040779725e-21,FRZB,ILKAP
TMEM208,6.05560518421168e-159,0.787174984,0.925,0.613,3.36237477853353e-154,FRZB,TMEM208
PPA1,3.61220801258444e-132,0.786940562,0.863,0.533,2.00567849898751e-127,FRZB,PPA1
TMED5,2.71862514487232e-106,0.786739974,0.717,0.423,1.50951661169035e-101,FRZB,TMED5
SNAP291,7.65422275781085e-35,0.786671758,0.289,0.158,4.25000718627448e-30,FRZB,SNAP29
ARID3A1,3.29335276095068e-54,0.786311209,0.404,0.214,1.82863412051786e-49,FRZB,ARID3A
PAG12,1.49700276623106e-28,0.786096224,0.191,0.094,8.31210785949798e-24,FRZB,PAG1
NDUFC11,5.01537730812687e-128,0.784772631,0.812,0.478,2.78478825033745e-123,FRZB,NDUFC1
FBXO6,2.99473243390575e-18,0.784639407,0.161,0.088,1.66282518392617e-13,FRZB,FBXO6
PHB21,2.66762521837258e-92,0.784533256,0.668,0.386,1.48119890250138e-87,FRZB,PHB2
TMUB2,1.11368798631135e-32,0.784092249,0.253,0.133,6.18375254399375e-28,FRZB,TMUB2
UBE2G2,1.37972600751636e-62,0.783868852,0.404,0.202,7.6609286567346e-58,FRZB,UBE2G2
PBDC11,6.42720133810273e-26,0.783680414,0.216,0.116,3.56870354298154e-21,FRZB,PBDC1
POP71,3.77986084124355e-58,0.783290844,0.427,0.225,2.09876773210048e-53,FRZB,POP7
SLC39A12,2.52577558127933e-30,0.783038456,0.238,0.125,1.40243689150535e-25,FRZB,SLC39A1
CDC731,1.72893311882823e-37,0.78284639,0.294,0.157,9.59990114229377e-33,FRZB,CDC73
PAWR1,6.32498535677791e-28,0.782665375,0.172,0.08,3.51194811935093e-23,FRZB,PAWR
PSMD15,2.72389668858314e-41,0.782643927,0.335,0.181,1.51244363633579e-36,FRZB,PSMD1
RNF341,1.05494477407453e-35,0.781484783,0.266,0.137,5.85758085804884e-31,FRZB,RNF34
SNRPC2,1.99901141605192e-100,0.781063472,0.702,0.398,1.10995108876283e-95,FRZB,SNRPC
SLC3A2,1.10960919430164e-141,0.780665061,0.876,0.532,6.16110505135985e-137,FRZB,SLC3A2
YIPF4,3.43314639460809e-65,0.78053648,0.498,0.28,1.90625453560614e-60,FRZB,YIPF4
RAC1,1.92206991342065e-129,0.780224642,0.842,0.533,1.06722931942682e-124,FRZB,RAC1
PMM11,1.62371313835195e-22,0.780094069,0.197,0.108,9.01566720069918e-18,FRZB,PMM1
FH2,9.7425630495508e-47,0.778413027,0.344,0.177,5.40955813326308e-42,FRZB,FH
C1orf52,4.60047611398388e-26,0.778165127,0.24,0.135,2.55441436228955e-21,FRZB,C1orf52
MFNG2,4.5739745098757e-32,0.778060994,0.275,0.15,2.53969934660848e-27,FRZB,MFNG
STMN11,2.3219212997697e-52,0.777521413,0.368,0.184,1.28924680169713e-47,FRZB,STMN1
CTSS1,1.66117330822483e-150,0.775912438,0.918,0.598,9.22366479391835e-146,FRZB,CTSS
PPP4R3B,4.09751100623991e-30,0.775647311,0.293,0.171,2.27514298621471e-25,FRZB,PPP4R3B
SPG7,1.07818646892235e-40,0.775529565,0.304,0.159,5.98663036869134e-36,FRZB,SPG7
GPAA11,1.55613308872037e-98,0.775369165,0.661,0.359,8.64042897511983e-94,FRZB,GPAA1
PCYOX1,1.34075358289568e-34,0.774672537,0.26,0.135,7.44453426902828e-30,FRZB,PCYOX1
ISG20L22,5.71044407830987e-27,0.774221203,0.238,0.131,3.17072407448156e-22,FRZB,ISG20L2
NME31,5.83584461938903e-83,0.774086438,0.629,0.37,3.24035272491576e-78,FRZB,NME3
IMP41,4.65063606913991e-82,0.774020771,0.58,0.317,2.58226567738994e-77,FRZB,IMP4
PJA21,7.85777690700715e-60,0.773825074,0.464,0.259,4.36303062761572e-55,FRZB,PJA2
NARS3,6.84558370675895e-78,0.773732059,0.483,0.23,3.8010103531779e-73,FRZB,NARS
NDUFS5,3.62044410121562e-168,0.773231625,0.959,0.666,2.01025158719997e-163,FRZB,NDUFS5
ADSL1,1.80971731005055e-18,0.772796304,0.175,0.098,1.00484553640557e-13,FRZB,ADSL
CYB5R3,2.27190050393814e-40,0.772515057,0.333,0.183,1.26147275481165e-35,FRZB,CYB5R3
CNOT11,2.55536834103497e-26,0.772250343,0.202,0.104,1.41886827135967e-21,FRZB,CNOT11
FARSB1,6.14076526948952e-26,0.772243772,0.206,0.108,3.40965991588406e-21,FRZB,FARSB
SLC38A10,7.41145785136206e-93,0.77212877,0.665,0.391,4.11521197196878e-88,FRZB,SLC38A10
FUT8,2.29626876589776e-66,0.772074897,0.481,0.262,1.27500323226473e-61,FRZB,FUT8
MSTO11,3.69498580450908e-20,0.771153855,0.18,0.099,2.05164086795367e-15,FRZB,MSTO1
SH3GLB1,9.09618273491958e-99,0.76987106,0.705,0.428,5.0506554635641e-94,FRZB,SH3GLB1
NAA501,1.05541287090967e-52,0.769820537,0.419,0.232,5.86017996572596e-48,FRZB,NAA50
IFT20,1.59980530621805e-79,0.769740078,0.587,0.338,8.88291896277574e-75,FRZB,IFT20
AURKAIP1,5.09647907869595e-159,0.769677504,0.945,0.64,2.82982000844592e-154,FRZB,AURKAIP1
NADK1,6.72104035130075e-31,0.76933417,0.225,0.115,3.73185765505974e-26,FRZB,NADK
COX8A1,7.11934563089684e-159,0.768921077,0.96,0.671,3.95301666155547e-154,FRZB,COX8A
KHDC4,5.36925877334327e-21,0.768449634,0.191,0.106,2.98128093389885e-16,FRZB,KHDC4
TMEM50A,1.97638215873427e-115,0.768311961,0.805,0.488,1.0973861936372e-110,FRZB,TMEM50A
RGS102,6.35389124970413e-38,0.768105006,0.29,0.153,3.52799811639822e-33,FRZB,RGS10
RAB14,7.4884756502668e-43,0.76734304,0.355,0.197,4.15797610481064e-38,FRZB,RAB14
PREPL1,7.16965292575362e-29,0.766546247,0.206,0.103,3.9809497870247e-24,FRZB,PREPL
PRRC1,1.91849459340414e-36,0.766532428,0.307,0.169,1.06524412298765e-31,FRZB,PRRC1
TANK,3.27921227918562e-57,0.76628666,0.417,0.224,1.82078261801782e-52,FRZB,TANK
MYO1C,2.78706852602046e-20,0.766191673,0.178,0.097,1.54751979907286e-15,FRZB,MYO1C
SPI11,7.89726930875315e-29,0.764317647,0.236,0.127,4.38495878368519e-24,FRZB,SPI1
RRP7A1,6.42741855675569e-31,0.764250351,0.288,0.163,3.5688241536386e-26,FRZB,RRP7A
EFTUD21,1.02234937371168e-16,0.76424333,0.161,0.091,5.6765948975341e-12,FRZB,EFTUD2
MEAF61,3.31801685735368e-64,0.764041105,0.476,0.258,1.84232886004563e-59,FRZB,MEAF6
MORF4L2,3.10191114727725e-112,0.764031533,0.796,0.492,1.72233616452569e-107,FRZB,MORF4L2
COMT,1.61317388596266e-50,0.763571212,0.414,0.234,8.95714800180765e-46,FRZB,COMT
PNRC22,2.33203902063705e-41,0.763508988,0.331,0.179,1.29486466620872e-36,FRZB,PNRC2
LZTFL1,1.283847392234e-19,0.763333355,0.179,0.099,7.12856264537926e-15,FRZB,LZTFL1
UBE2J1,1.07982358188861e-244,0.763174515,0.997,0.805,5.99572043843651e-240,FRZB,UBE2J1
ZBTB201,7.70222714319902e-97,0.763062303,0.583,0.285,4.27666162126125e-92,FRZB,ZBTB20
ZNF524,1.21340516207243e-24,0.762773322,0.248,0.144,6.73743216240716e-20,FRZB,ZNF524
NINJ1,4.42680012940936e-42,0.762763997,0.307,0.16,2.45798077185455e-37,FRZB,NINJ1
CREB3L2,3.58100400071892e-132,0.762728859,0.847,0.529,1.98835247139918e-127,FRZB,CREB3L2
CTNNBIP1,1.50467599953906e-21,0.762603046,0.189,0.104,8.35471348744066e-17,FRZB,CTNNBIP1
PFDN22,2.60632862711548e-104,0.762280118,0.69,0.369,1.44716397020587e-99,FRZB,PFDN2
AREG1,5.1992721702643e-142,0.76186055,0.528,0.208,2.88689587253925e-137,FRZB,AREG
EIF3E,1.39476441726993e-161,0.761841684,0.951,0.663,7.74442942689128e-157,FRZB,EIF3E
TRAM1,2.03318921039942e-228,0.761509868,0.993,0.796,1.12892830907428e-223,FRZB,TRAM1
RNF114,2.09082309001159e-63,0.761322241,0.528,0.313,1.16092952072894e-58,FRZB,RNF114
